Date,Month,WeekNum,WeekDay,Quarter,Year,Lines,Shifts,LinesInShift1,LinesInShift2,LinesInShift3,Operating Hours,Elapsed Hrs,PlanVol,PlanVolS,PlanVolM,PlanVolL,PlanRev,PlanLabCost,PlanMatCost,PlanEnerCost,PlanFixCost,PlanTotalCost,PlanCostPerUnit,PlanRevPerUnit,PlanOP,PlanOPMargin,ActVol,ActVolS,ActVolM,ActVolL,ActRev,ActLabCost,ActMatCost,ActEnerCost,ActFixCost,ActTotalCost,ActCostperUnit,ActRevPerUnit,ActOP,ActOPMargin,ActOPPer-Unit,OPVariance,VolVariance,Efficiency%,EfficiencyActS,EfficiencyActM,EfficiencyActL,
05-06-2022,6,24,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2086,1064,647,375,51357,16213.1,20001,3573.9,577.5,40365.5,19.35067114,24.6198466,10991.5,21.40214576,5.269175455,-4403.5,44,97.9342723,51.00671141,31.01629914,17.97698945,
06-06-2022,6,24,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2057,947,597,513,54697,11129.66,21234,3643.2,581.7,36588.56,17.78734079,26.59066602,18108.44,33.10682487,8.803325231,-2190.56,73,96.57276995,46.0379193,29.02284881,24.93923189,
07-06-2022,6,24,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2057,1091,515,451,55835,10783.14,22206,3544.2,579.08,37112.42,18.04201264,27.14389888,18722.58,33.53197815,9.101886242,-1576.42,73,96.57276995,53.03840544,25.03646087,21.92513369,
08-06-2022,6,24,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2114,1015,550,549,58490,11629.07,22204,3729,565.43,38127.5,18.03571429,27.6679281,20362.5,34.81364336,9.632213813,63.5,16,99.24882629,48.01324503,26.01702933,25.96972564,
09-06-2022,6,24,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2064,1094,682,288,47942,11119.47,19348,3531,586.95,34585.42,16.75650194,23.22771318,13356.58,27.85987235,6.47121124,-6942.42,66,96.90140845,53.00387597,33.04263566,13.95348837,
10-06-2022,6,24,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2048,963,676,409,50056,11251.97,19687,3643.2,563.33,35145.5,17.16088867,24.44140625,14910.5,29.78763785,7.280517578,-5388.5,82,96.15023474,47.02148438,33.0078125,19.97070313,
11-06-2022,6,24,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2071,995,622,454,53212,17345.3,21022,3531,576.98,42475.28,20.50955094,25.6938677,10736.72,20.17725325,5.184316755,-4658.28,59,97.23004695,48.04442298,30.0338001,21.92177692,
12-06-2022,6,25,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2117,1059,741,317,48401,16062.14,18444,3689.4,588.53,38784.07,18.32029759,22.8630137,9616.93,19.86927956,4.542716108,-5778.07,13,99.38967136,50.02361833,35.00236183,14.97401984,
13-06-2022,6,25,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2082,1104,708,270,47368,11404.85,18652,3567.3,563.85,34188,16.42074928,22.75120077,13180,27.82469178,6.330451489,-7119,48,97.74647887,53.0259366,34.00576369,12.96829971,
14-06-2022,6,25,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2106,1096,738,272,47258,10844.29,18369,3544.2,573.83,33331.32,15.82683761,22.43969611,13926.68,29.46946549,6.6128585,-6372.32,24,98.87323944,52.04178538,35.04273504,12.91547958,
15-06-2022,6,25,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2051,1129,718,204,44828,10732.18,17227,3709.2,567.53,32235.91,15.71716724,21.85665529,12592.09,28.08978763,6.139488055,-7706.91,79,96.29107981,55.04631887,35.00731351,9.946367626,
16-06-2022,6,25,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2104,1010,569,525,57159,11659.65,21489,3692.7,577.5,37418.85,17.78462452,27.1668251,19740.15,34.53550622,9.38220057,-558.85,26,98.77934272,48.00380228,27.04372624,24.95247148,
17-06-2022,6,25,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2077,1101,520,456,56390,11669.84,22522,3540.9,574.35,38307.09,18.44347135,27.14973519,18082.91,32.0675829,8.706263842,-2216.09,53,97.51173709,53.00914781,25.03610977,21.95474242,
18-06-2022,6,25,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2107,1096,675,336,50395,16877.33,17935,3550.8,565.95,38929.08,18.47607024,23.91789274,11465.92,22.75209842,5.441822496,-3929.08,23,98.92018779,52.0170859,32.03607024,15.94684385,
19-06-2022,6,26,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2144,1030,558,556,59298,17073.58,24174,3613.5,582.23,45443.31,21.19557369,27.65764925,13854.69,23.36451482,6.46207556,-1540.31,-14,100.657277,48.04104478,26.0261194,25.93283582,
20-06-2022,6,26,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2090,1087,669,334,50019,11578.11,17807,3705.9,570.68,33661.69,16.10607177,23.93253589,16357.31,32.70219317,7.826464115,-3941.69,40,98.12206573,52.00956938,32.00956938,15.98086124,
21-06-2022,6,26,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2036,1100,509,427,54899,10905.44,22260,3656.4,579.08,37400.92,18.36980354,26.96414538,17498.08,31.87322173,8.594341847,-2800.92,94,95.58685446,54.02750491,25,20.97249509,
22-06-2022,6,26,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2110,1013,591,506,56321,11639.26,21764,3567.3,591.68,37562.24,17.80200948,26.69241706,18758.76,33.306866,8.890407583,-1540.24,20,99.06103286,48.00947867,28.00947867,23.98104265,
23-06-2022,6,26,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2128,1043,724,361,50104,10946.21,19552,3590.4,578.55,34667.16,16.29095865,23.54511278,15436.84,30.80959604,7.254154135,-4862.16,2,99.90610329,49.01315789,34.02255639,16.96428571,
24-06-2022,6,26,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2123,998,595,530,57075,10946.21,21490,3699.3,578.55,36714.06,17.29348092,26.88412624,20360.94,35.67400788,9.590645313,61.94,7,99.6713615,47.0089496,28.02637777,24.96467263,
25-06-2022,6,26,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2062,1093,681,288,47911,16771.66,18383,3639.9,583.8,39378.36,19.0971678,23.23520854,8532.64,17.80935485,4.138040737,-6862.36,68,96.80751174,53.00678952,33.02618817,13.96702231,
26-06-2022,6,27,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2089,1024,690,375,50200,16258.39,20848,3593.7,590.63,41290.72,19.76578267,24.03063667,8909.28,17.74756972,4.264853997,-6485.72,41,98.07511737,49.01866922,33.03015797,17.95117281,
27-06-2022,6,27,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2096,1028,524,544,58604,10874.86,25208,3639.9,591.68,40314.44,19.23398855,27.95992366,18289.56,31.20872295,8.725935115,-2009.44,34,98.40375587,49.04580153,25,25.95419847,
28-06-2022,6,27,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2058,927,638,493,53138,11557.73,18870,3646.5,585.9,34660.13,16.84165695,25.8202138,18477.87,34.77336369,8.978556851,-1821.13,72,96.61971831,45.04373178,31.00097182,23.9552964,
29-06-2022,6,27,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2095,1048,650,397,51980,11007.36,19927,3613.5,589.05,35136.91,16.77179475,24.81145585,16843.09,32.40302039,8.039661098,-3455.91,35,98.35680751,50.02386635,31.02625298,18.94988067,
30-06-2022,6,27,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2036,1120,693,223,45483,11476.19,17128,3689.4,574.88,32868.47,16.14364931,22.33939096,12614.53,27.73460414,6.19574165,-7684.47,94,95.58685446,55.00982318,34.03732809,10.95284872,
01-07-2022,7,27,6,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2259,1130,791,338,51631,12617.15,20594,4011,586.71,37808.86,16.73698982,22.85568836,13822.14,26.77100966,6.118698539,-8332.86,81,96.53846154,50.02213369,35.01549358,14.96237273,
02-07-2022,7,27,7,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2343,1266,797,280,52817,18670.08,19734,3853.5,605.79,42863.37,18.29422535,22.54246692,9953.63,18.84550429,4.248241571,-6817.37,-3,100.1282051,54.03329065,34.01621852,11.95049082,
03-07-2022,7,28,1,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2264,1110,725,429,55515,19396.61,21829,3923.5,586.18,45735.29,20.20109982,24.52075972,9779.71,17.61633793,4.319659894,-6991.29,76,96.75213675,49.02826855,32.0229682,18.94876325,
04-07-2022,7,28,2,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2367,1231,829,307,53149,13238.8,20379,4004,590.95,38212.75,16.1439586,22.45416139,14936.25,28.10259836,6.310202788,-7218.75,-27,101.1538462,52.00675961,35.02323616,12.97000422,
05-07-2022,7,28,3,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2319,1044,650,625,63260,12409.94,25401,3885,579.29,42275.23,18.22993963,27.27899957,20984.77,33.17225735,9.04905994,-1170.23,21,99.1025641,45.01940492,28.02932298,26.9512721,
06-07-2022,7,28,4,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2257,1061,678,518,58448,12847.39,24839,3825.5,605.26,42117.15,18.66067789,25.89632255,16330.85,27.94081919,7.235644661,-5824.15,83,96.45299145,47.00930439,30.03987594,22.95081967,
07-07-2022,7,28,5,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2252,1172,586,494,60486,13043.1,22638,3888.5,586.71,40156.31,17.83139876,26.85879218,20329.69,33.61057104,9.027393428,-1825.31,88,96.23931624,52.04262877,26.02131439,21.93605684,
08-07-2022,7,28,6,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2291,1169,688,434,57498,13422.99,21314,3822,597.84,39156.83,17.09158883,25.09733741,18341.17,31.89879648,8.005748581,-3813.83,49,97.90598291,51.02575295,30.03055434,18.94369271,
09-07-2022,7,28,7,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2337,1146,608,583,64178,18585.6,26205,3860.5,603.67,49254.77,21.07606761,27.46170304,14923.23,23.25287482,6.38563543,-1847.77,3,99.87179487,49.03722721,26.01626016,24.94651262,
10-07-2022,7,29,1,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2325,1209,768,348,54478,18551.81,20704,3850,598.9,43704.71,18.79772473,23.43139785,10773.29,19.77548735,4.633673118,-5997.71,15,99.35897436,52,33.03225806,14.96774194,
11-07-2022,7,29,2,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2331,1213,793,325,53473,12743.78,18843,3923.5,597.31,36107.59,15.4901716,22.93993994,17365.41,32.47509958,7.44976834,-4789.59,9,99.61538462,52.03775204,34.01973402,13.94251394,
12-07-2022,7,29,3,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2279,1026,730,523,57700,13457.53,22376,3906,594.66,40334.19,17.69819658,25.31812198,17365.81,30.09672444,7.619925406,-4789.19,61,97.39316239,45.0197455,32.0315928,22.94866169,
13-07-2022,7,29,4,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2225,1224,779,222,48639,13273.34,17897,3993.5,579.29,35743.13,16.06432809,21.86022472,12895.87,26.51343572,5.795896629,-9259.13,115,95.08547009,55.01123596,35.01123596,9.97752809,
14-07-2022,7,29,5,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2240,1232,695,313,53345,12858.9,21865,3899,579.82,39202.72,17.50121429,23.81473214,14142.28,26.51097572,6.313517857,-8012.72,100,95.72649573,55,31.02678571,13.97321429,
15-07-2022,7,29,6,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2240,1098,672,470,57152,12432.96,21957,3836,586.18,38812.14,17.32684821,25.51428571,18339.86,32.08962066,8.1874375,-3815.14,100,95.72649573,49.01785714,30,20.98214286,
16-07-2022,7,29,7,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2279,1026,684,569,59954,18230.78,24251,3881.5,585.12,46948.4,20.60043879,26.30715226,13005.6,21.69263102,5.706713471,-3765.4,61,97.39316239,45.0197455,30.01316367,24.96709083,
17-07-2022,7,30,1,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2269,1044,727,498,56987,18585.6,24123,3878,581.94,47168.54,20.78825033,25.11546937,9818.46,17.22929791,4.327219039,-6952.54,71,96.96581197,46.01145879,32.0405465,21.94799471,
18-07-2022,7,30,2,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2288,1259,572,457,61232,12951,25928,3864,597.31,43340.31,18.94244318,26.76223776,17891.69,29.21950941,7.81979458,-4263.31,52,97.77777778,55.02622378,25,19.97377622,
19-07-2022,7,30,3,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2296,1080,574,642,65114,12605.64,26574,3825.5,603.14,43608.28,18.99315331,28.3597561,21505.72,33.0277974,9.366602787,-649.28,44,98.11965812,47.03832753,25,27.96167247,
20-07-2022,7,30,4,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2293,1147,620,526,61370,12985.54,25675,3836,590.42,43086.96,18.7906498,26.76406454,18283.04,29.79149422,7.973414741,-3871.96,47,97.99145299,50.02180549,27.03881378,22.93938072,
21-07-2022,7,30,5,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2223,1223,623,377,56203,12916.46,22308,3836,606.32,39666.78,17.84380567,25.28250112,16536.22,29.42230842,7.438695457,-5618.78,117,95,55.01574449,28.02519118,16.95906433,
22-07-2022,7,30,6,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2291,1238,642,411,58372,12881.93,23232,3997,592.54,40703.47,17.76668267,25.47883021,17668.53,30.26884465,7.712147534,-4486.47,49,97.90598291,54.03753819,28.02269751,17.9397643,
23-07-2022,7,30,7,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2336,1052,748,536,59148,19379.71,22697,4007.5,580.35,46664.56,19.97626712,25.32020548,12483.44,21.10543045,5.343938356,-4287.56,4,99.82905983,45.03424658,32.02054795,22.94520548,
24-07-2022,7,31,1,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2341,1124,586,631,65896,19075.58,28406,3990,606.32,52077.9,22.24600598,28.14865442,13818.1,20.96955809,5.902648441,-2952.9,-1,100.042735,48.01366937,25.03203759,26.95429304,
25-07-2022,7,31,2,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2359,1204,637,518,62697,13250.31,24561,3979.5,605.26,42396.07,17.97205172,26.5777872,20300.93,32.37942804,8.605735481,-1854.07,-19,100.8119658,51.03857567,27.00296736,21.95845697,
26-07-2022,7,31,3,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2267,1043,749,475,55829,12997.05,22252,3815,588.83,39652.88,17.49134539,24.62681959,16176.12,28.97440398,7.135474195,-5978.88,73,96.88034188,46.00794001,33.03925893,20.95280106,
27-07-2022,7,31,4,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2335,1285,701,349,56741,12870.42,21368,3839.5,589.89,38667.81,16.56008994,24.30021413,18073.19,31.85208227,7.740124197,-4081.81,5,99.78632479,55.03211991,30.02141328,14.94646681,
28-07-2022,7,31,5,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2288,1167,664,457,58564,12778.32,23405,4018,603.14,40804.46,17.83411713,25.59615385,17759.54,30.32501195,7.762036713,-4395.46,52,97.77777778,51.00524476,29.02097902,19.97377622,
29-07-2022,7,31,6,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,11512,21545,3500,530,37087,15.8491453,25.31709402,22155,37.39745451,2249,1035,720,494,56510,13457.53,23858,3923.5,598.37,41837.4,18.60266785,25.12672299,14672.6,25.96460803,6.524055136,-7482.4,91,96.11111111,46.02045353,32.01422855,21.96531792,
30-07-2022,7,31,7,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2296,1240,689,367,56279,18872.83,21516,4011,586.71,44986.54,19.59344077,24.51175958,11292.46,20.06513975,4.918318815,-5478.54,44,98.11965812,54.00696864,30.0087108,15.98432056,
31-07-2022,7,32,1,3,2022,10,3,4,4,2,80,24,2340,1170,702,468,59242,16896,21545,3500,530,42471,18.15,25.31709402,16771,28.30930759,2287,1258,641,388,57821,18349.06,23023,3871,580.35,45823.41,20.03647136,25.28246611,11997.59,20.74953737,5.245994753,-4773.41,53,97.73504274,55.00655881,28.02798426,16.96545693,
01-08-2022,8,32,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2462,1305,616,541,66856,14602.82,28524,4236.5,597.6,47960.92,19.48047116,27.15515841,18895.08,28.26235491,7.674687246,-5115.92,88,96.54901961,53.00568643,25.02030869,21.97400487,
02-08-2022,8,32,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2515,1258,755,502,63635,14230.69,25734,4266.1,603.48,44834.27,17.82674751,25.30218688,18800.73,29.54463739,7.475439364,-5210.27,35,98.62745098,50.01988072,30.01988072,19.96023857,
03-08-2022,8,32,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2522,1388,757,377,61287,15141.76,23897,4310.5,624.88,43974.14,17.43621729,24.30095163,17312.86,28.24882928,6.864734338,-6698.14,28,98.90196078,55.03568596,30.01586043,14.94845361,
04-08-2022,8,32,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2458,1131,664,663,67784,14346.18,26249,4188.4,597.06,45380.64,18.46242474,27.57689178,22403.36,33.05110351,9.114467046,-1607.64,92,96.39215686,46.01301871,27.01383238,26.9731489,
05-08-2022,8,32,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2455,1105,639,711,69379,14461.66,29578,4121.8,615.79,48777.25,19.8685336,28.26028513,20601.75,29.6945041,8.391751527,-3409.25,95,96.2745098,45.0101833,26.02851324,28.96130346,
06-08-2022,8,32,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2556,1176,691,689,70461,20733.86,28681,4110.7,612.58,54138.14,21.18080595,27.56690141,16322.86,23.16580804,6.386095462,-1824.14,-6,100.2352941,46.00938967,27.03442879,26.95618153,
07-08-2022,8,33,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2478,1215,843,420,58333,22023.89,22999,4125.5,623.81,49772.2,20.08563358,23.54035513,8560.8,14.675741,3.45472155,-9586.2,72,97.17647059,49.031477,34.01937046,16.94915254,
08-08-2022,8,33,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2424,1188,752,484,60632,13999.71,24433,4221.7,607.76,43262.17,17.84742987,25.01320132,17369.83,28.64795817,7.165771452,-6641.17,126,95.05882353,49.00990099,31.02310231,19.9669967,
09-08-2022,8,33,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2484,1118,721,645,66551,15090.43,28723,4310.5,600.27,48724.2,19.61521739,26.79186795,17826.8,26.78667488,7.176650564,-6184.2,66,97.41176471,45.00805153,29.0257649,25.96618357,
10-08-2022,8,33,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2531,1291,659,581,68479,15026.27,25138,4306.8,608.83,45079.9,17.81110233,27.05610431,23399.1,34.16974547,9.245001976,-611.9,19,99.25490196,51.00750691,26.03713947,22.95535362,
11-08-2022,8,33,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2462,1133,690,639,66670,14718.3,24676,4299.4,612.04,44305.74,17.99583266,27.07961007,22364.26,33.54471276,9.083777417,-1646.74,88,96.54901961,46.01949634,28.02599513,25.95450853,
12-08-2022,8,33,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2491,1221,823,447,59843,15051.94,21682,4236.5,594.39,41564.83,16.68600161,24.02368527,18278.17,30.54353893,7.337683661,-5732.83,59,97.68627451,49.01645925,33.03894018,17.94460056,
13-08-2022,8,33,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2427,1093,850,484,57880,21070.39,23426,4169.9,625.42,49291.71,20.30972806,23.84837248,8588.29,14.83809606,3.538644417,-9558.71,123,95.17647059,45.03502266,35.02266172,19.94231562,
14-08-2022,8,34,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2553,1379,843,331,58803,21163.87,21941,4232.8,598.13,47935.8,18.77626322,23.03290247,10867.2,18.48068976,4.256639248,-7279.8,-3,100.1176471,54.01488445,33.0199765,12.96513905,
15-08-2022,8,34,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2450,1225,735,490,62025,14243.52,24318,4273.5,620.6,43455.62,17.73698776,25.31632653,18569.38,29.93854091,7.579338776,-5441.62,100,96.07843137,50,30,20,
16-08-2022,8,34,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2487,1368,821,298,56801,14602.82,21287,4280.9,604.55,40775.27,16.39536389,22.83916365,16025.73,28.21381666,6.443799759,-7985.27,63,97.52941176,55.00603136,33.01166064,11.982308,
17-08-2022,8,34,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2497,1149,725,623,66385,14846.62,26070,4158.8,614.18,45689.6,18.29779736,26.58590308,20695.4,31.17481359,8.288105727,-3315.6,53,97.92156863,46.01521826,29.03484181,24.94993993,
18-08-2022,8,34,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2566,1360,847,359,59637,14795.3,24349,4192.1,615.25,43951.65,17.12846843,23.24123149,15685.35,26.30137331,6.112763055,-8325.65,-16,100.627451,53.00077942,33.00857366,13.99064692,
19-08-2022,8,34,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2554,1277,639,638,70889,15077.6,30186,4132.9,608.3,50004.8,19.57901331,27.75606891,20884.2,29.46042404,8.177055599,-3126.8,-4,100.1568627,50,25.01957713,24.98042287,
20-08-2022,8,34,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2483,1242,795,446,60395,21201.26,25633,4206.9,618.46,51659.62,20.8053242,24.32339911,8735.38,14.463747,3.518074909,-9411.62,67,97.37254902,50.02013693,32.0177205,17.96214257,
